Company_Name,CEO_Name,Industry,Company_Sector,Country,City,Founded_Year,Employee_Count,Male_Employees,Female_Employees,Last_Year_Hirings,Hiring_Rate (%),Average_Salary_LPA,Annual_Revenue_INR_Crores,Company_Shares_INR
Pioneer Energy Ltd.,Jerry Davis,IT Services,Public,Indonesia,Jakarta,2006,95279,47076,48203,2342,2.46,11.39,354025.19,42738.56
Summit Solutions Ltd.,Patrick Wilson,Retail,Private,South Korea,Seoul,2015,57210,39612,17598,10838,18.94,37.28,490965.14,163025.9
Prime Technologies Ltd.,Douglas Gamble MD,Telecom,Public,Vietnam,Ho Chi Minh City,1967,81233,40290,40943,11005,13.55,38.23,291176.13,27205.24
BlueSky Energy Ltd.,Lisa Walker,Telecom,Private,Singapore,Singapore,1983,65579,37837,27742,7261,11.07,19.63,258014.79,225562.52
Horizon Industries Ltd.,Vincent Walker,Energy,MNC,South Korea,Seoul,1967,2233,1090,1143,254,11.37,36.9,158702.85,61981.92
Pioneer Foods Ltd.,Ronnie Luna,Logistics,Startup,South Korea,Seoul,2015,22626,11199,11427,1652,7.3,13.48,566006.25,249687.24
Pacific Technologies Ltd.,Anne Garcia,Retail,Startup,China,Beijing,1983,182378,93835,88543,19518,10.7,25.71,652808.63,181199.42
Summit Technologies Ltd.,Kathleen Solomon,Energy,Private,Indonesia,Jakarta,1975,100071,47290,52781,14062,14.05,25.38,34500.19,108826.98
Vertex Group Ltd.,Nicholas Savage MD,Telecom,Government,UAE,Dubai,1984,83305,38309,44996,2475,2.97,8.99,530428.48,304434.84
Pioneer Retail Ltd.,Anne Duran PhD,IT Services,Private,South Korea,Seoul,1990,197834,129669,68165,34169,17.27,19.51,287160.28,185708.4
Prime Healthcare Ltd.,Allen Glover,Healthcare,Startup,South Korea,Seoul,1958,79726,45920,33806,12293,15.42,37.56,386317.42,299012.54
BlueSky Industries Ltd.,Lisa Rodriguez,Manufacturing,Private,Japan,Tokyo,1980,107264,63427,43837,11150,10.39,23.66,195510.59,372383.44
Apex Manufacturing Ltd.,Christine Webb,Logistics,MNC,Japan,Tokyo,1978,88455,51915,36540,17564,19.86,25.16,665465.94,62652.72
Nova Technologies Ltd.,Erin Mills,Energy,Startup,South Korea,Seoul,2000,135495,73288,62207,24177,17.84,26.58,218780.47,425534.02
Apex Retail Ltd.,Jonathan Bailey,IT Services,Startup,Malaysia,Kuala Lumpur,1985,116317,74460,41857,8580,7.38,12.74,539915.05,377095.38
Apex Healthcare Ltd.,Victoria Frye,Telecom,Startup,Vietnam,Ho Chi Minh City,1980,99303,66370,32933,18397,18.53,38.4,313480.92,371624.06
Apex Solutions Ltd.,Tyler Johnson,Manufacturing,Private,South Korea,Seoul,1968,123595,60669,62926,21845,17.67,30.95,35111.91,139608.1
Apex Technologies Ltd.,Kevin Clark,Retail,Public,Thailand,Bangkok,1985,109374,49990,59384,1465,1.34,24.53,68623.36,57174.52
Evergreen Holdings Ltd.,Keith Cameron,Telecom,Startup,Thailand,Bangkok,2020,175904,80715,95189,33535,19.06,39.6,95359.12,396810.88
Pioneer Group Ltd.,Christina Martinez,Healthcare,Public,Malaysia,Kuala Lumpur,2005,106466,60088,46378,6187,5.81,5.9,566270.1,39404.34
Prime Technologies Ltd.,Jeffrey Clark,Logistics,Government,China,Beijing,1966,157285,90433,66852,844,0.54,14.71,311203.13,72560.78
Pioneer Technologies Ltd.,Randy Hampton,Logistics,Startup,South Korea,Seoul,2007,151998,79789,72209,14671,9.65,26.98,87616.89,13606.92
Vertex Industries Ltd.,Gina Butler,Banking,Public,Taiwan,Taipei,1987,122606,60393,62213,3868,3.15,25.88,309055.45,37453.0
Vertex Energy Ltd.,Miguel Castillo,Retail,Public,Taiwan,Taipei,2000,113496,61444,52052,13726,12.09,39.55,96478.41,53237.44
BlueSky Solutions Ltd.,Roberto Scott,Manufacturing,Public,Singapore,Singapore,2003,86314,42586,43728,2848,3.3,6.02,434091.11,67154.82
Prime Industries Ltd.,Ethan Vang,Manufacturing,Startup,Malaysia,Kuala Lumpur,1982,174883,119157,55726,25258,14.44,12.65,350683.75,336332.24
Evergreen Energy Ltd.,Linda Wall,Banking,Startup,Taiwan,Taipei,1980,46857,26166,20691,4254,9.08,8.5,289971.19,162204.6
Summit Manufacturing Ltd.,Daniel Silva,Logistics,MNC,Thailand,Bangkok,2017,195244,96192,99052,18412,9.43,20.2,266701.39,313667.8
Summit Energy Ltd.,Allison Simmons,Manufacturing,Startup,China,Beijing,1957,162456,110737,51719,2270,1.4,33.23,618044.33,67864.32
Summit Holdings Ltd.,Thomas Cook,Logistics,Startup,Japan,Tokyo,1992,63309,40617,22692,7219,11.4,6.45,211678.42,69105.3
BlueSky Holdings Ltd.,Anthony Harding,Energy,MNC,Japan,Tokyo,2007,90889,46632,44257,16154,17.77,37.46,300511.52,50647.98
Pacific Foods Ltd.,Eric Paul,Energy,Private,Thailand,Bangkok,1992,194797,113089,81708,24056,12.35,9.26,351224.34,352047.88
Pacific Healthcare Ltd.,Keith Nelson,IT Services,Private,Indonesia,Jakarta,1994,28129,14542,13587,2254,8.01,3.09,20171.64,394181.0
Nova Solutions Ltd.,Carol Daniels,IT Services,MNC,Thailand,Bangkok,1998,186224,119410,66814,16650,8.94,34.65,81447.93,187438.72
Pacific Foods Ltd.,Jeffrey Allen,Energy,Public,UAE,Dubai,1986,164607,77639,86968,16847,10.23,37.66,210924.37,48064.54
Apex Group Ltd.,Brian Mcknight,Manufacturing,Government,South Korea,Seoul,1994,137114,89114,48000,16964,12.37,20.78,419386.91,238727.4
Horizon Manufacturing Ltd.,Jose Smith,Energy,Startup,Japan,Tokyo,1978,131366,62815,68551,15503,11.8,13.5,210257.79,78015.76
Pioneer Industries Ltd.,Amanda Terry,Manufacturing,MNC,Indonesia,Jakarta,2007,40451,22836,17615,6689,16.54,32.5,1678.89,123200.16
Pioneer Manufacturing Ltd.,Bryan Miller,Banking,MNC,South Korea,Seoul,2002,189804,112294,77510,8688,4.58,6.94,554048.89,102199.82
Prime Group Ltd.,Sarah Heath,IT Services,Startup,South Korea,Seoul,1984,32488,20179,12309,3102,9.55,22.69,95090.46,339574.44
Pioneer Solutions Ltd.,Denise Morgan,IT Services,Public,Taiwan,Taipei,1959,182610,101265,81345,34559,18.93,6.33,267834.87,58776.7
BlueSky Retail Ltd.,Jeremy Mack,Retail,Private,China,Beijing,1956,69086,40105,28981,10849,15.7,24.93,535867.81,167061.02
Vertex Technologies Ltd.,Jennifer Goodwin,IT Services,Public,Malaysia,Kuala Lumpur,1989,40040,27107,12933,2639,6.59,38.19,145862.62,49462.9
Evergreen Energy Ltd.,Rebekah Thompson,Telecom,Private,China,Beijing,1964,184810,106531,78279,2434,1.32,25.82,75363.43,221506.76
Nova Retail Ltd.,Marcus Smith,Manufacturing,MNC,Thailand,Bangkok,1968,59804,37982,21822,5169,8.64,37.41,333916.33,108181.98
Apex Logistics Ltd.,Robert Dalton,Manufacturing,Private,Indonesia,Jakarta,1983,115851,61782,54069,5217,4.5,13.29,7806.91,74899.12
Nova Healthcare Ltd.,Wendy Gutierrez,Energy,Startup,Taiwan,Taipei,1977,103829,63872,39957,17726,17.07,31.88,606140.64,225411.16
Pioneer Foods Ltd.,Kimberly Anderson,Healthcare,Government,Taiwan,Taipei,2015,158947,76161,82786,25466,16.02,36.43,447300.19,20353.62
Prime Manufacturing Ltd.,Kimberly Baker DDS,Healthcare,Government,Singapore,Singapore,1951,177411,89918,87493,29891,16.85,17.13,162603.9,192447.36
Vertex Solutions Ltd.,Matthew Stewart,Manufacturing,Startup,Japan,Tokyo,2018,152016,84091,67925,16659,10.96,28.73,418829.8,11588.5
Vertex Solutions Ltd.,Jamie Romero,Logistics,Public,UAE,Dubai,1972,164963,108814,56149,19566,11.86,38.25,584520.24,39856.7
Evergreen Holdings Ltd.,Diamond Carrillo,Telecom,Public,Thailand,Bangkok,2011,121701,81077,40624,19187,15.77,11.16,372862.37,49622.86
Summit Logistics Ltd.,April Miller,Manufacturing,Startup,Japan,Tokyo,1960,174193,86578,87615,16173,9.28,8.79,652248.51,324250.1
Apex Healthcare Ltd.,Matthew Mercado,Telecom,Startup,Indonesia,Jakarta,2010,117625,63324,54301,1357,1.15,30.72,270566.15,32287.84
Pacific Logistics Ltd.,Heather White,Healthcare,Private,Vietnam,Ho Chi Minh City,2008,51497,32168,19329,1322,2.57,31.54,442730.06,150519.78
Prime Manufacturing Ltd.,Savannah Howard,Retail,Government,South Korea,Seoul,1970,162598,76080,86518,2014,1.24,6.34,191582.8,66275.04
Evergreen Healthcare Ltd.,Philip Johnson DVM,Telecom,Public,UAE,Dubai,2020,126067,74618,51449,5079,4.03,16.14,636549.47,48346.62
Pioneer Technologies Ltd.,Sandy Fields,Energy,MNC,Indonesia,Jakarta,1955,84877,57591,27286,7094,8.36,29.9,596598.0,271702.38
Apex Foods Ltd.,Rachel Lee,Logistics,Startup,UAE,Dubai,2018,179547,106144,73403,31165,17.36,35.89,365655.92,240470.62
Horizon Solutions Ltd.,Christine Miranda,IT Services,Startup,Japan,Tokyo,1999,31175,17000,14175,3087,9.9,16.38,273062.9,122199.98
Prime Solutions Ltd.,Todd Scott,IT Services,Startup,UAE,Dubai,1970,78607,37144,41463,11556,14.7,12.1,111511.81,95718.86
Prime Retail Ltd.,Patricia Meyer,Healthcare,Startup,Taiwan,Taipei,2000,142247,94790,47457,7559,5.31,29.08,642506.77,14623.44
Vertex Group Ltd.,Russell Thompson,Manufacturing,Private,China,Beijing,1980,67846,30768,37078,5436,8.01,17.23,359793.38,280464.92
Prime Industries Ltd.,Mr. Matthew Johnson,Manufacturing,Startup,China,Beijing,2001,192518,96079,96439,27950,14.52,7.66,154854.44,372868.48
Summit Holdings Ltd.,Robert Martin,Telecom,Private,Vietnam,Ho Chi Minh City,1998,173957,118553,55404,26057,14.98,15.37,645935.59,44976.28
Prime Retail Ltd.,Kristen Brown,Energy,Private,Vietnam,Ho Chi Minh City,2008,168097,104151,63946,5508,3.28,23.67,55605.45,318879.4
Pacific Manufacturing Ltd.,Megan Hanna,Energy,Startup,Indonesia,Jakarta,2006,171863,112673,59190,8271,4.81,28.09,645880.81,157896.0
Horizon Solutions Ltd.,Michael Williamson,Energy,Government,Singapore,Singapore,2018,97135,53891,43244,17983,18.51,30.9,185977.49,4687.86
Evergreen Manufacturing Ltd.,Kaitlyn Leach,IT Services,Private,Indonesia,Jakarta,1957,5310,3586,1724,965,18.17,10.29,316292.0,165518.18
Prime Retail Ltd.,Amanda Caldwell,Manufacturing,Government,Indonesia,Jakarta,1999,84126,43568,40558,8301,9.87,3.48,339537.63,176361.06
Horizon Logistics Ltd.,Jonathan Hall,Energy,Startup,Thailand,Bangkok,1989,27178,18941,8237,780,2.87,14.23,30786.62,88310.82
BlueSky Holdings Ltd.,John Freeman,IT Services,Public,Malaysia,Kuala Lumpur,1997,83725,56132,27593,5951,7.11,37.22,91185.28,55596.42
Vertex Logistics Ltd.,Alexander Smith,Energy,MNC,Taiwan,Taipei,1950,69633,36716,32917,7082,10.17,34.63,494787.84,143713.74
Horizon Healthcare Ltd.,Russell Osborn,Telecom,Public,Thailand,Bangkok,1984,59081,39355,19726,9776,16.55,13.42,489440.96,23021.34
Pioneer Manufacturing Ltd.,Katie Williams PhD,Manufacturing,Private,Indonesia,Jakarta,1953,86775,57970,28805,12941,14.91,24.0,495710.62,257832.3
Nova Group Ltd.,Katrina Powell,IT Services,Government,China,Beijing,1966,22575,13102,9473,1178,5.22,27.17,214333.93,94348.02
BlueSky Manufacturing Ltd.,Brenda Kirby,Logistics,Private,Singapore,Singapore,2021,70625,48294,22331,6940,9.83,32.24,233771.39,72751.7
Vertex Technologies Ltd.,Melissa Mckinney,Banking,MNC,South Korea,Seoul,2021,151511,86363,65148,3115,2.06,7.5,190831.68,143925.3
Nova Technologies Ltd.,Darin Williams,Energy,Government,Taiwan,Taipei,1971,37880,22199,15681,6753,17.83,29.37,129174.49,210511.66
Summit Group Ltd.,Gerald Gonzalez,Healthcare,Private,Singapore,Singapore,1958,130150,85315,44835,16101,12.37,38.66,156510.88,330938.32
Prime Healthcare Ltd.,Pamela Wilson,Healthcare,MNC,UAE,Dubai,2021,23638,16369,7269,1537,6.5,28.89,250334.22,68474.92
Evergreen Industries Ltd.,Jeffrey Livingston,Retail,Government,Indonesia,Jakarta,2013,139270,65984,73286,1033,0.74,32.82,329812.49,269530.02
Nova Logistics Ltd.,Leah Harvey,Retail,Public,China,Beijing,1962,146698,67072,79626,935,0.64,27.97,93790.83,23164.96
Horizon Manufacturing Ltd.,Anthony Hardy,Banking,Private,Malaysia,Kuala Lumpur,2003,154454,91552,62902,6109,3.96,8.82,154205.4,281778.14
Pacific Energy Ltd.,Mary Arellano,Telecom,Startup,Taiwan,Taipei,1978,19441,12439,7002,167,0.86,23.95,659539.16,102788.06
Nova Logistics Ltd.,Julia Bailey,Manufacturing,Startup,South Korea,Seoul,1989,153924,94560,59364,17652,11.47,3.88,558384.41,383787.04
Pacific Foods Ltd.,Elizabeth Morris DDS,Manufacturing,Private,Malaysia,Kuala Lumpur,1993,90093,59742,30351,13935,15.47,20.91,9714.3,357296.46
Summit Industries Ltd.,Mary Sellers,Healthcare,Public,China,Beijing,1997,199354,90877,108477,5314,2.67,10.03,437550.89,2432.08
Pacific Foods Ltd.,Brian Tucker,Energy,MNC,Japan,Tokyo,1981,114211,53941,60270,15874,13.9,38.95,155408.88,341845.7
Pioneer Manufacturing Ltd.,Desiree Henry,Manufacturing,Private,Japan,Tokyo,2020,173576,109848,63728,14109,8.13,12.31,471134.83,412687.34
Vertex Energy Ltd.,Kathryn Simpson,Retail,Startup,Vietnam,Ho Chi Minh City,1971,68503,43312,25191,655,0.96,15.15,102914.65,187406.04
Apex Retail Ltd.,Mary Kim,Energy,Startup,Indonesia,Jakarta,2022,92567,49775,42792,9254,10.0,3.13,651636.1,152312.02
Evergreen Technologies Ltd.,Elizabeth Vazquez,Retail,Government,Indonesia,Jakarta,2022,26124,17305,8819,4739,18.14,20.41,59205.58,174158.6
Apex Retail Ltd.,Mercedes Peterson,Retail,MNC,Singapore,Singapore,1976,61775,35821,25954,2152,3.48,26.51,145319.96,214828.0
Pioneer Manufacturing Ltd.,Madison Collins,Healthcare,MNC,China,Beijing,1974,74649,45263,29386,2968,3.98,10.22,117057.09,375361.62
Summit Healthcare Ltd.,Tricia Ross,Banking,MNC,Indonesia,Jakarta,1966,157372,83866,73506,15946,10.13,12.01,315065.64,207096.6
Vertex Holdings Ltd.,Jacob Mathews,Healthcare,Private,South Korea,Seoul,1995,179064,114547,64517,12026,6.72,37.35,109055.65,115006.08
Prime Manufacturing Ltd.,Ivan Holmes,Banking,Public,UAE,Dubai,1985,80655,50074,30581,2877,3.57,5.85,346332.84,32666.24
Pacific Technologies Ltd.,Brittany Smith,Retail,Government,Vietnam,Ho Chi Minh City,1968,198292,110326,87966,19770,9.97,34.16,411034.08,249706.16
Apex Industries Ltd.,Sandra Harris,Energy,Startup,Taiwan,Taipei,1977,2547,1772,775,68,2.67,10.25,598366.59,14985.5
Nova Technologies Ltd.,Christopher Ellis,IT Services,MNC,China,Beijing,1952,97944,62486,35458,19248,19.65,31.94,108388.72,340745.76
BlueSky Holdings Ltd.,Sarah Stevens,Energy,Government,Japan,Tokyo,1961,174784,104786,69998,10093,5.77,25.82,586826.76,186392.96
Vertex Healthcare Ltd.,Thomas Navarro,Manufacturing,Private,Malaysia,Kuala Lumpur,2008,73622,44276,29346,8532,11.59,21.3,494286.46,209469.34
Horizon Technologies Ltd.,Ross Pitts,IT Services,Government,Indonesia,Jakarta,1992,73861,46771,27090,1810,2.45,28.0,261130.4,34224.56
Horizon Energy Ltd.,Bianca White,Banking,MNC,Singapore,Singapore,2019,107700,51253,56447,11263,10.46,12.27,47535.38,138800.56
Nova Foods Ltd.,Anthony Knight,Healthcare,Government,Singapore,Singapore,1978,8117,5067,3050,565,6.96,19.08,311786.72,316335.52
Vertex Healthcare Ltd.,Lisa Miller,Telecom,MNC,Thailand,Bangkok,1965,10097,5593,4504,749,7.42,9.18,475616.38,349658.8
Pioneer Manufacturing Ltd.,Kelly Ortega,IT Services,Private,Malaysia,Kuala Lumpur,1977,184513,106456,78057,33467,18.14,26.2,502285.92,262519.3
Pioneer Retail Ltd.,Robert Black,Telecom,Public,Indonesia,Jakarta,1969,73131,34569,38562,13062,17.86,10.58,358136.68,41052.96
Nova Retail Ltd.,Ryan Jackson,Healthcare,Public,Indonesia,Jakarta,2012,195977,128925,67052,22442,11.45,18.04,96300.48,34431.82
Apex Logistics Ltd.,Kevin Smith,IT Services,Public,Vietnam,Ho Chi Minh City,1971,103269,46741,56528,12808,12.4,6.16,592836.1,47606.16
Pacific Holdings Ltd.,Vicki Rose,Retail,Government,UAE,Dubai,1951,67089,32243,34846,11050,16.47,17.2,442261.45,391534.78
Apex Retail Ltd.,Stephen Carter,Banking,MNC,Japan,Tokyo,2002,38889,17606,21283,63,0.16,27.65,274907.43,231969.52
Prime Manufacturing Ltd.,Chad Phillips,Banking,Startup,Thailand,Bangkok,1986,165323,84186,81137,23148,14.0,11.62,144963.23,424956.96
Pacific Holdings Ltd.,Brittany Jackson,Energy,Public,Taiwan,Taipei,1976,46584,21533,25051,6081,13.05,20.55,389032.44,22827.84
Horizon Healthcare Ltd.,David Aguirre,Telecom,Government,Vietnam,Ho Chi Minh City,1972,46518,29068,17450,3390,7.29,28.39,394662.77,366286.04
BlueSky Technologies Ltd.,Mallory James,IT Services,Private,China,Beijing,1976,194128,125157,68971,11976,6.17,34.48,300543.0,156908.72
BlueSky Energy Ltd.,Joshua Warren,Manufacturing,MNC,Japan,Tokyo,1950,156988,89116,67872,28060,17.87,39.22,169115.13,401392.1
Horizon Manufacturing Ltd.,Anthony Lopez,Telecom,Startup,Taiwan,Taipei,1991,163832,81101,82731,11989,7.32,10.39,253276.28,271637.88
Pacific Holdings Ltd.,Anna Hansen,Energy,Startup,Vietnam,Ho Chi Minh City,1999,94475,54439,40036,15735,16.66,33.44,360081.74,163780.98
Vertex Manufacturing Ltd.,Beverly Rodriguez,Healthcare,Public,Indonesia,Jakarta,2021,184211,103062,81149,9105,4.94,12.24,245074.11,49654.68
Pacific Solutions Ltd.,Kenneth Howe,Logistics,Startup,South Korea,Seoul,1976,147171,96338,50833,22436,15.24,17.26,272347.9,350948.8
Evergreen Industries Ltd.,Rachel Frazier,Retail,Public,Taiwan,Taipei,1977,113892,63663,50229,17569,15.43,33.53,350193.63,35719.24
Nova Holdings Ltd.,Cory Riley,Telecom,Private,Singapore,Singapore,1950,11786,6999,4787,342,2.9,9.17,153018.17,238873.6
Nova Logistics Ltd.,Yolanda Smith,Retail,Startup,Malaysia,Kuala Lumpur,2011,132453,71423,61030,1949,1.47,26.72,427460.42,174932.6
Pacific Holdings Ltd.,Chad Gonzalez,Healthcare,Government,Malaysia,Kuala Lumpur,1995,155458,102501,52957,13770,8.86,26.81,667766.78,68652.94
Vertex Energy Ltd.,Kent Ellis,Energy,Public,Indonesia,Jakarta,1977,80400,41688,38712,32,0.04,34.68,646541.21,6257.36
Evergreen Retail Ltd.,Brian Wood,Energy,MNC,Malaysia,Kuala Lumpur,1999,169336,86672,82664,5650,3.34,29.79,103709.38,58881.62
Pacific Retail Ltd.,Savannah Smith,Manufacturing,MNC,Taiwan,Taipei,2004,33037,23084,9953,3504,10.61,7.2,266969.89,27605.14
Pacific Manufacturing Ltd.,John Nelson,Manufacturing,Private,Taiwan,Taipei,1999,163325,109774,53551,27457,16.81,9.42,299138.96,33780.8
Prime Solutions Ltd.,Dr. Michael Collins,Retail,Public,Singapore,Singapore,2019,63887,32572,31315,61,0.1,23.94,604121.28,64530.96
Pioneer Technologies Ltd.,Trevor Booker,Healthcare,Private,UAE,Dubai,1974,128508,85810,42698,16533,12.87,9.83,153997.45,300234.6
Summit Energy Ltd.,Taylor Bailey,IT Services,Government,Thailand,Bangkok,1986,32569,18708,13861,4341,13.33,21.95,319204.14,368350.9
Nova Manufacturing Ltd.,Christie Cox,Retail,Private,South Korea,Seoul,1951,9159,6249,2910,1625,17.74,23.76,438494.13,282594.28
Pacific Group Ltd.,Ashley Richardson,IT Services,MNC,China,Beijing,1968,134769,83152,51617,2004,1.49,28.55,11087.46,248807.46
Evergreen Retail Ltd.,Cheryl Savage,Logistics,Startup,Thailand,Bangkok,1993,145763,72585,73178,7462,5.12,31.21,683045.45,251335.86
Summit Logistics Ltd.,Alexandria Taylor,Energy,Private,Thailand,Bangkok,2017,92719,54314,38405,5545,5.98,10.62,11548.42,412026.86
Pacific Retail Ltd.,Lisa Brown,Banking,MNC,Singapore,Singapore,2018,8990,4519,4471,1515,16.85,30.37,33537.76,82301.14
Pioneer Manufacturing Ltd.,Chase Johnson,Energy,Private,Taiwan,Taipei,1956,83262,57886,25376,1430,1.72,12.08,72484.24,353958.8
Apex Manufacturing Ltd.,Rhonda Wilkinson MD,Banking,Public,Indonesia,Jakarta,1971,90094,63053,27041,13418,14.89,32.01,565251.43,36108.82
BlueSky Technologies Ltd.,Ryan Ryan,Healthcare,Public,Thailand,Bangkok,2020,68068,35308,32760,12595,18.5,35.97,462372.12,31210.26
Horizon Holdings Ltd.,Tiffany Ortiz,Logistics,Government,Japan,Tokyo,1990,60948,28093,32855,1356,2.22,18.24,602273.14,103507.02
Pioneer Logistics Ltd.,Tanya Hawkins,Logistics,Public,Vietnam,Ho Chi Minh City,2018,55220,29013,26207,1729,3.13,27.23,463094.43,42867.56
BlueSky Retail Ltd.,Laura Lowery,Telecom,Startup,Indonesia,Jakarta,1992,76530,43017,33513,3855,5.04,24.45,103612.28,19163.38
Nova Industries Ltd.,Brenda Morales,Telecom,Startup,Malaysia,Kuala Lumpur,1976,49713,29462,20251,3619,7.28,31.29,346356.83,43137.6
Evergreen Logistics Ltd.,Todd Mullins,Retail,Government,Thailand,Bangkok,1975,86911,42952,43959,628,0.72,27.99,117789.04,354465.34
BlueSky Foods Ltd.,Miss Maria Mullins MD,Retail,Public,Indonesia,Jakarta,2000,64901,33696,31205,7541,11.62,28.93,410182.68,25032.88
Prime Logistics Ltd.,Joshua Salas,Energy,MNC,Japan,Tokyo,1960,131832,80127,51705,16016,12.15,21.18,214264.27,77477.4
Nova Healthcare Ltd.,Charlene Valdez,Manufacturing,Government,Malaysia,Kuala Lumpur,2007,62989,44008,18981,3748,5.95,15.96,30361.78,19578.76
Pioneer Group Ltd.,Ashley Jackson,Healthcare,Private,Indonesia,Jakarta,2021,146948,89551,57397,14743,10.03,26.29,103639.8,192001.88
Nova Group Ltd.,Rachel Carroll,Logistics,Startup,Indonesia,Jakarta,1997,67924,42183,25741,3823,5.63,27.48,609915.7,392615.8
Pacific Technologies Ltd.,Chad Carroll,Manufacturing,Public,China,Beijing,1959,125007,74977,50030,17691,14.15,12.66,512849.56,54455.2
Summit Foods Ltd.,Robert Olson,Logistics,MNC,Singapore,Singapore,1956,145619,88898,56721,23230,15.95,25.21,346827.51,226978.94
Prime Healthcare Ltd.,Erin Marsh,IT Services,Government,Taiwan,Taipei,1966,7088,4409,2679,362,5.11,18.05,88868.87,163322.6
Summit Solutions Ltd.,Charles Castro,Healthcare,MNC,Malaysia,Kuala Lumpur,1999,14124,9495,4629,818,5.79,20.41,667710.28,322933.44
Horizon Holdings Ltd.,Katie Adams MD,IT Services,MNC,UAE,Dubai,1978,153430,83744,69686,22470,14.65,34.91,649565.05,332653.16
Summit Logistics Ltd.,Sherri Gomez,Energy,Government,Singapore,Singapore,1995,81919,41283,40636,4694,5.73,29.52,675935.75,291999.24
Pioneer Energy Ltd.,Robert Taylor,Retail,Private,Malaysia,Kuala Lumpur,1963,137197,73250,63947,513,0.37,33.5,528250.61,350607.38
Vertex Solutions Ltd.,Laura Johnson,Telecom,Government,Singapore,Singapore,1983,30742,19322,11420,5224,16.99,19.58,313066.14,309761.68
Evergreen Manufacturing Ltd.,Jesus Macias,Logistics,Public,Malaysia,Kuala Lumpur,1959,126598,85562,41036,19869,15.69,18.21,11642.16,16616.92
Prime Technologies Ltd.,Lisa Richardson,Manufacturing,Public,Vietnam,Ho Chi Minh City,2002,162214,97543,64671,18059,11.13,3.63,362675.93,16872.34
Horizon Manufacturing Ltd.,Ashley Pruitt,Banking,Public,South Korea,Seoul,1986,13392,7792,5600,2038,15.22,16.47,612406.77,68642.62
Vertex Logistics Ltd.,Barry Lopez,Energy,Public,Singapore,Singapore,1972,128707,64619,64088,23237,18.05,5.65,97534.06,33771.34
Horizon Industries Ltd.,Joe Ballard,IT Services,Government,South Korea,Seoul,1989,7831,4678,3153,306,3.91,28.51,167539.35,246377.96
